user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
ERR671924.bin.8.permissive	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	43.23	11	0.7232555666226664	N/A
ERR671924.bin.2.permissive	d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__40CM-2-53-6;f__40CM-2-53-6;g__40CM-2-53-6;s__	Placement	taxonomic classification fully defined by topology	N/A	55.27	11	0.9505704895668843	N/A
ERR671924.bin.4.orig	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002898915.1	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__HRBIN12;s__HRBIN12 sp002898915	77.37	0.35	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	92.04	11	0.8155128622947506	N/A
ERR671924.bin.7.strict	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	36.87	11	0.798236988478069	N/A
ERR671924.bin.6.orig	d__Bacteria;p__Actinobacteriota;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__;o__;f__;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	50.4	11	0.35853966174621427	N/A
ERR671924.bin.5.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__3-1-20CM-4-69-9;s__	N/A	N/A	N/A	N/A	N/A	GCA_001920085.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__3-1-20CM-4-69-9;s__3-1-20CM-4-69-9 sp001920085	78.37	0.53	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	Placement	taxonomic novelty determined using RED	N/A	86.35	11	0.8580904098569205	N/A
ERR671924.bin.9.permissive	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	N/A	N/A	N/A	N/A	N/A	GCA_003224105.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003224105	82.09	0.8	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__	Placement	taxonomic classification fully defined by topology	N/A	47.9	11	0.9762038318838029	N/A
ERR671925.bin.5.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	Placement	taxonomic classification fully defined by topology	GCA_000303155.1, s__Nitrososphaera gargensis, 95.0, 77.73, 0.48; GCA_002501845.1, s__Nitrososphaera sp002501845, 95.0, 77.25, 0.3	42.33	11	0.9196841243826673	N/A
ERR671925.bin.2.permissive	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	Placement	taxonomic classification fully defined by topology	N/A	40.07	11	0.913025583390388	N/A
ERR671925.bin.3.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	Placement	taxonomic classification fully defined by topology	GCA_000303155.1, s__Nitrososphaera gargensis, 95.0, 78.9, 0.57; GCA_002501845.1, s__Nitrososphaera sp002501845, 95.0, 78.09, 0.42; GCF_000698785.1, s__Nitrososphaera viennensis, 95.0, 77.78, 0.4; GCA_000730285.1, s__Nitrososphaera evergladensis, 95.0, 77.42, 0.37	81.58	11	0.9099254431379867	N/A
ERR671925.bin.7.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	33.49	11	0.7195268669035919	N/A
ERR671925.bin.1.orig	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002898915.1	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__HRBIN12;s__HRBIN12 sp002898915	77.72	0.35	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	91.79	11	0.8142241171935655	N/A
ERR671925.bin.6.orig	d__Bacteria;p__Actinobacteriota;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__;o__;f__;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	57.66	11	0.36328417339083763	N/A
ERR671925.bin.4.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__3-1-20CM-4-69-9;s__	N/A	N/A	N/A	N/A	N/A	GCA_001920085.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__3-1-20CM-4-69-9;s__3-1-20CM-4-69-9 sp001920085	78.54	0.51	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	Placement	taxonomic novelty determined using RED	N/A	87.24	11	0.8589471222344417	N/A
ERR671925.bin.8.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_001914705.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__13-2-20CM-68-14;s__13-2-20CM-68-14 sp001914705	77.9	0.24	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	Placement	taxonomic novelty determined using RED	N/A	45.73	11	0.8383058576089322	N/A
ERR671926.bin.2.orig	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_001969265.1	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter sp001969265	90.07	0.95	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__	Placement	taxonomic classification fully defined by topology	GCF_002892795.1, s__Arthrobacter sp002892795, 95.0, 88.51, 0.94; GCF_000238915.1, s__Arthrobacter globiformis, 95.0, 88.4, 0.95; GCF_003261175.1, s__Arthrobacter globiformis_A, 95.0, 88.3, 0.94	47.4	11	0.9951016602259888	N/A
ERR671926.bin.1.orig	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	43.53	11	0.7679082298938305	N/A
ERR671926.bin.3.orig	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXN01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	38.71	11	0.8958271979908203	Genome has more than 11.7% of markers with multiple hits
ERR671927.bin.2.orig	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae;g__Geodermatophilus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae;g__Geodermatophilus;s__	Placement	taxonomic classification fully defined by topology	N/A	31.67	11	0.9929315562522963	N/A
ERR671927.bin.1.orig	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__	Placement	taxonomic classification fully defined by topology	N/A	52.6	11	0.995001877881356	N/A
ERR671927.bin.3.orig	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	38.39	11	0.8754203547000676	N/A
ERR671927.bin.4.orig	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXN01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	41.67	11	0.9086837190849867	Genome has more than 11.7% of markers with multiple hits
ERR671928.bin.2.orig	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae;g__Geodermatophilus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae;g__Geodermatophilus;s__	Placement	taxonomic classification fully defined by topology	N/A	31.21	11	0.9916049857134109	N/A
ERR671928.bin.3.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	48.77	11	0.7713640818943841	N/A
ERR671928.bin.1.orig	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	38.27	11	0.8725787958598041	N/A
ERR671930.bin.3.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	63.17	11	0.7750019957083708	N/A
ERR671930.bin.2.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__13-2-20CM-68-14;s__	N/A	N/A	N/A	N/A	N/A	GCA_001914705.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__13-2-20CM-68-14;s__13-2-20CM-68-14 sp001914705	81.21	0.48	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	Placement	taxonomic novelty determined using RED	N/A	61.41	11	0.9355699673195672	N/A
ERR671930.bin.1.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_001914705.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__13-2-20CM-68-14;s__13-2-20CM-68-14 sp001914705	78.58	0.33	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	Placement	taxonomic novelty determined using RED	N/A	55.16	11	0.8462487876264242	N/A
ERR671931.bin.2.orig	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	58.86	11	0.7791880309345373	N/A
ERR671931.bin.4.orig	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002898915.1	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__HRBIN12;s__HRBIN12 sp002898915	78.64	0.15	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	43.21	11	0.8039551122665373	N/A
ERR671931.bin.3.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__13-2-20CM-68-14;s__	N/A	N/A	N/A	N/A	N/A	GCA_001914705.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__13-2-20CM-68-14;s__13-2-20CM-68-14 sp001914705	81.17	0.52	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	Placement	taxonomic novelty determined using RED	N/A	61.23	11	0.9318270736028926	N/A
ERR671931.bin.1.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__13-2-20CM-68-14;s__	N/A	N/A	N/A	N/A	N/A	GCA_001914705.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__13-2-20CM-68-14;s__13-2-20CM-68-14 sp001914705	78.26	0.29	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	Placement	taxonomic novelty determined using RED	N/A	40.56	11	0.8577061461381427	N/A
ERR671931.bin.5.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__13-2-20CM-68-14;s__	N/A	N/A	N/A	N/A	N/A	GCA_001914705.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__13-2-20CM-68-14;s__13-2-20CM-68-14 sp001914705	78.77	0.38	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	Placement	taxonomic novelty determined using RED	N/A	59.86	11	0.8540791805723488	N/A
ERR671932.bin.1.orig	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__	N/A	N/A	N/A	N/A	N/A	GCF_000317475.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__Microcoleus nigroviridis	91.25	0.82	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__	Placement	taxonomic classification fully defined by topology	GCF_000214075.1, s__Microcoleus vaginatus, 95.0, 91.22, 0.79; GCF_003003725.1, s__Microcoleus sp003003725, 95.0, 86.22, 0.68; GCA_003542015.1, s__Microcoleus sp003542015, 95.0, 84.06, 0.57; GCF_002412335.2, s__Microcoleus bourrellyi, 95.0, 82.91, 0.57	74.13	11	0.9921170688899522	N/A
ERR671932.bin.3.orig	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae;g__Geodermatophilus;s__	N/A	N/A	N/A	N/A	N/A	GCF_900103785.1	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae;g__Geodermatophilus;s__Geodermatophilus siccatus	93.81	0.89	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae;g__Geodermatophilus;s__	Placement	taxonomic classification fully defined by topology	GCF_002802985.1, s__Geodermatophilus chilensis, 95.0, 89.86, 0.77; GCF_900107105.1, s__Geodermatophilus africanus, 95.0, 89.82, 0.83; GCF_900111455.1, s__Geodermatophilus poikilotrophus, 95.0, 89.44, 0.82; GCF_000025345.1, s__Geodermatophilus obscurus, 95.0, 89.32, 0.84; GCF_900143215.1, s__Geodermatophilus obscurus_A, 95.0, 89.11, 0.83; GCF_900104025.1, s__Geodermatophilus sp900104025, 95.0, 87.48, 0.81; GCF_900188375.1, s__Geodermatophilus pulveris, 95.0, 86.48, 0.74; GCF_900215145.1, s__Geodermatophilus sabuli, 95.0, 84.14, 0.74; GCF_900102745.1, s__Geodermatophilus telluris, 95.0, 84.12, 0.75; GCF_003002915.1, s__Geodermatophilus tzadiensis, 95.0, 84.09, 0.77; GCF_900115505.1, s__Geodermatophilus sp900115505, 95.0, 83.92, 0.77; GCF_900114385.1, s__Geodermatophilus ruber, 95.0, 83.7, 0.71; GCF_900188205.1, s__Geodermatophilus saharensis, 95.0, 83.4, 0.74; GCF_003182485.1, s__Geodermatophilus normandii, 95.0, 83.38, 0.71; GCF_003208395.1, s__Geodermatophilus sp003208395, 95.0, 83.3, 0.74; GCF_900129495.1, s__Geodermatophilus nigrescens, 95.0, 83.18, 0.73; GCF_900116515.1, s__Geodermatophilus amargosae, 95.0, 83.12, 0.73; GCF_900115395.1, s__Geodermatophilus obscurus_B, 95.0, 83.08, 0.73	47.52	11	0.993332472663809	N/A
ERR671932.bin.4.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	64.58	11	0.7628740099282597	N/A
ERR671932.bin.2.orig	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Herpetosiphonaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Herpetosiphonaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	39.86	11	0.8276919429345561	N/A
ERR671933.bin.3.strict	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__	N/A	N/A	N/A	N/A	N/A	GCF_000317475.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__Microcoleus nigroviridis	91.27	0.82	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__	Placement	taxonomic classification fully defined by topology	GCF_000214075.1, s__Microcoleus vaginatus, 95.0, 91.32, 0.79; GCF_003003725.1, s__Microcoleus sp003003725, 95.0, 86.25, 0.68; GCA_003542015.1, s__Microcoleus sp003542015, 95.0, 84.1, 0.59; GCF_002412335.2, s__Microcoleus bourrellyi, 95.0, 82.9, 0.57	69.13	11	0.9907459198181818	N/A
ERR671933.bin.4.orig	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae;g__Geodermatophilus;s__	N/A	N/A	N/A	N/A	N/A	GCF_900103785.1	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae;g__Geodermatophilus;s__Geodermatophilus siccatus	93.82	0.91	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Geodermatophilaceae;g__Geodermatophilus;s__	Placement	taxonomic classification fully defined by topology	GCF_002802985.1, s__Geodermatophilus chilensis, 95.0, 90.09, 0.78; GCF_900107105.1, s__Geodermatophilus africanus, 95.0, 89.61, 0.84; GCF_900111455.1, s__Geodermatophilus poikilotrophus, 95.0, 89.42, 0.85; GCF_000025345.1, s__Geodermatophilus obscurus, 95.0, 89.36, 0.86; GCF_900143215.1, s__Geodermatophilus obscurus_A, 95.0, 89.17, 0.84; GCF_900104025.1, s__Geodermatophilus sp900104025, 95.0, 87.53, 0.82; GCF_900188375.1, s__Geodermatophilus pulveris, 95.0, 86.35, 0.76; GCF_900215145.1, s__Geodermatophilus sabuli, 95.0, 84.16, 0.76; GCF_900115505.1, s__Geodermatophilus sp900115505, 95.0, 83.99, 0.76; GCF_003002915.1, s__Geodermatophilus tzadiensis, 95.0, 83.98, 0.79; GCF_900114385.1, s__Geodermatophilus ruber, 95.0, 83.9, 0.69; GCF_900102745.1, s__Geodermatophilus telluris, 95.0, 83.88, 0.79; GCF_900188205.1, s__Geodermatophilus saharensis, 95.0, 83.43, 0.76; GCF_003182485.1, s__Geodermatophilus normandii, 95.0, 83.35, 0.73; GCF_003208395.1, s__Geodermatophilus sp003208395, 95.0, 83.32, 0.77; GCF_900129495.1, s__Geodermatophilus nigrescens, 95.0, 83.25, 0.74; GCF_900115395.1, s__Geodermatophilus obscurus_B, 95.0, 83.18, 0.74; GCF_900116515.1, s__Geodermatophilus amargosae, 95.0, 83.13, 0.76	54.78	11	0.9922855790753216	N/A
ERR671933.bin.1.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	68.73	11	0.7633630754386641	N/A
ERR671933.bin.5.strict	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	67.52	11	0.8718856281307292	N/A
ERR671933.bin.2.orig	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Herpetosiphonaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Herpetosiphonaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	38.25	11	0.8282293185493956	N/A
ERR671934.bin.3.permissive	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	31.77	11	0.7708580464158417	Genome has more than 11.5% of markers with multiple hits
ERR671934.bin.1.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_001914705.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__13-2-20CM-68-14;s__13-2-20CM-68-14 sp001914705	78.97	0.34	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	Placement	taxonomic novelty determined using RED	N/A	38.21	11	0.8488293105018099	Genome has more than 10.0% of markers with multiple hits
ERR671934.bin.4.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	54.88	11	0.5947959735580126	N/A
ERR671934.bin.6.orig	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	40.08	11	0.5565156621623621	N/A
ERR671934.bin.7.orig	d__Bacteria;p__Chloroflexota_A;c__Ellin6529;o__P2-11E;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota_A;c__Ellin6529;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	35.54	11	0.6867270717648347	N/A
ERR671934.bin.2.orig	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV17;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__	Placement	taxonomic novelty determined using RED	N/A	43.33	11	0.9295805164067763	N/A
